20,45,0,55
21,42,0,56
17,44,2,54
18,44,2,59
20,44,0,57
17,49,0,59
17,43,0,56
16,45,0,57
18,43,0,57
19,45,0,57
18,45,1,57
19,45,0,55
17,44,2,55
17,42,0,56
15,44,1,59
21,43,0,56
20,41,0,59
18,46,2,56
18,47,0,58
19,44,0,56
18,45,0,58
13,46,0,56
14,49,1,59
18,41,0,59
17,49,2,54
17,48,2,57
17,46,1,59
18,48,1,59
19,43,0,59
18,46,0,58
18,43,0,55
19,46,4,59
18,49,0,58
20,45,0,54
18,44,0,59
18,43,0,59
19,46,0,59
21,45,0,57
20,46,1,57
19,44,0,58
18,44,0,56
18,46,0,56
21,43,0,55
16,42,0,58
17,43,0,56
15,44,0,57
14,47,0,55
16,49,4,56
16,45,0,59
16,42,2,57
18,42,1,59
16,43,0,59
17,47,0,59
19,43,1,57
13,46,3,57
15,46,2,56
20,43,0,59
19,44,0,59
18,48,0,59
17,41,0,59
15,47,2,58
18,42,0,58
20,43,2,59
17,44,1,59
19,47,0,57
13,46,3,59
16,43,0,54
17,44,0,57
17,41,0,59
17,46,0,59
20,45,2,57
20,45,1,58
17,43,0,58
15,45,0,55
18,42,0,59
18,43,0,56
17,46,2,54
15,46,0,59
16,43,0,58
19,42,0,59
20,43,1,55
18,43,2,58
20,42,0,56
18,44,0,59
20,46,0,54
14,45,0,58
17,42,1,56
19,41,0,58
16,42,2,56
19,43,0,56
18,46,0,59
22,44,0,55
16,43,0,58
15,44,0,56
18,44,0,55
18,42,2,58
19,47,1,55
17,47,0,57
18,41,0,57
18,45,0,55
19,44,0,55
15,43,0,59
19,48,0,58
17,45,0,57
19,43,2,59
14,47,0,53
16,44,0,55
15,43,0,59
19,43,0,58
21,44,0,58
17,44,0,54
16,45,0,57
18,41,0,59
17,45,0,54
18,42,0,59
15,44,0,54
17,43,0,59
19,44,0,57
19,46,0,59
17,42,0,59
21,45,0,56
19,44,0,58
16,42,0,56
14,48,0,58
19,44,0,56
20,45,1,58
20,43,0,57
19,44,3,59
18,45,0,55
16,48,1,55
21,44,0,58
18,41,0,59
18,44,2,55
18,44,0,59
16,44,2,59
16,45,2,59
17,41,1,58
17,42,0,58
17,44,0,58
18,46,0,55
16,44,1,57
19,42,1,55
17,41,0,58
18,45,0,59
15,45,2,59
17,45,0,59
17,43,1,58
17,42,0,57
16,48,0,56
16,44,0,59
18,44,0,58
17,43,0,56
16,45,3,58
23,43,0,56
16,47,0,59
16,43,0,55
17,43,0,54
18,43,0,58
15,43,0,57
14,45,0,57
17,44,0,55
20,42,2,57
14,48,0,59
17,41,0,59
16,42,1,58
17,43,0,57
17,42,2,59
15,47,0,58
22,43,3,57
19,45,2,58
16,46,1,55
18,48,0,56
15,45,0,55
16,45,0,53
18,43,0,59
17,45,0,55
16,43,0,56
16,44,3,59
14,45,0,55
17,45,2,57
19,42,0,58
19,46,0,56
15,43,0,56
16,45,2,53
15,47,0,59
17,49,3,59
19,45,0,54
15,44,0,56
18,44,0,56
17,42,0,58
18,42,2,57
18,43,0,56
15,45,0,55
18,41,0,59
20,43,0,59
16,45,1,59
16,43,0,58
20,42,0,59
17,42,0,59
20,44,0,59
17,45,3,58
16,47,1,54
19,43,0,57
19,45,0,57
19,44,0,56
16,50,1,56
15,45,0,57
16,43,0,58
23,42,2,58
21,45,0,55
15,44,0,55
18,47,0,59
16,42,0,55
20,44,3,56
19,44,0,55
18,49,0,57
19,44,0,56
16,42,1,57
21,45,0,57
16,45,0,57
17,45,0,53
15,51,0,58
