6,13,4,16
7,13,3,20
7,13,5,19
6,8,7,17
4,9,4,22
9,12,5,21
3,11,4,20
7,9,4,17
5,13,5,20
5,12,3,20
8,12,5,17
7,11,5,19
8,13,4,17
6,13,7,19
6,9,5,16
7,12,7,18
6,14,5,20
7,13,3,18
5,10,6,17
8,13,6,20
6,11,7,20
4,7,5,19
7,12,4,17
5,11,4,16
7,12,7,17
7,12,5,16
5,12,3,20
4,14,5,21
4,9,6,17
5,10,3,22
7,12,7,18
6,12,5,16
7,12,6,16
8,12,3,17
6,11,7,16
3,8,6,20
7,13,3,19
7,11,5,17
6,14,3,20
7,12,3,18
6,10,4,18
6,13,5,16
7,11,6,19
5,6,5,20
8,12,5,18
7,10,3,19
8,12,3,17
5,12,5,18
6,10,6,18
6,9,6,16
8,10,7,20
4,13,6,20
6,9,6,17
8,11,7,19
7,12,7,16
7,13,3,17
5,12,4,17
8,12,3,18
4,9,7,16
7,14,6,20
6,12,3,16
4,10,6,18
5,12,7,20
8,13,5,17
7,12,6,18
5,12,6,20
6,13,7,16
7,10,4,17
7,13,6,20
8,12,4,17
7,14,4,19
4,12,4,21
8,13,4,18
6,11,3,19
6,13,4,18
7,13,6,16
9,12,4,19
2,11,3,21
5,12,4,17
3,13,5,21
6,14,7,17
5,10,4,17
7,13,4,16
6,12,4,18
6,14,6,18
8,13,5,19
8,13,7,18
8,12,4,17
6,13,5,18
9,12,3,18
5,9,6,16
7,8,4,19
5,9,3,23
6,14,5,16
9,10,6,17
6,13,5,20
6,12,7,18
7,12,5,20
5,10,7,19
6,11,6,21
6,9,7,16
6,10,4,16
3,8,5,18
7,12,3,19
6,11,7,22
4,9,7,20
7,13,7,20
6,11,6,18
3,8,7,19
7,11,6,16
4,11,5,16
7,12,4,17
8,12,6,17
6,12,5,18
7,13,7,17
9,10,5,19
7,11,7,18
7,13,7,21
5,12,7,18
5,12,6,16
6,11,7,16
9,12,6,20
5,13,7,20
7,11,4,21
5,10,6,16
4,10,5,21
6,8,5,21
4,9,4,21
6,12,5,20
6,14,4,19
5,12,6,20
6,13,5,18
7,12,3,19
5,11,5,18
4,9,4,19
7,13,3,17
6,12,3,18
6,11,5,21
5,12,5,19
4,11,4,23
5,10,5,18
7,13,7,18
6,13,5,19
8,9,5,20
6,8,5,16
6,13,6,19
6,9,5,18
6,12,3,16
8,10,7,18
6,12,3,18
3,12,4,22
7,12,6,18
5,11,5,21
7,11,4,16
6,9,5,18
9,12,3,19
7,13,3,18
6,11,6,17
8,10,5,17
5,14,6,19
6,12,6,16
6,9,6,21
7,10,7,17
7,13,6,18
6,13,6,16
7,11,5,17
8,13,6,18
5,10,4,16
4,10,7,18
6,13,3,18
5,13,7,18
7,14,6,19
5,14,5,20
8,10,5,21
8,12,3,17
8,9,7,17
4,14,4,21
5,10,5,22
7,13,5,19
6,14,7,17
4,10,7,24
5,11,6,19
7,10,7,22
8,12,5,17
7,9,7,17
4,11,4,16
4,9,6,19
5,13,5,20
7,12,3,19
6,14,5,19
5,12,7,16
8,12,7,17
5,13,7,19
6,11,5,17
5,9,5,16
7,11,5,18
4,10,6,16
6,14,7,17
4,11,5,18
7,12,6,19
8,12,6,20
5,13,3,18
4,8,6,18
7,10,7,20
4,12,7,18
