17,28,6,33
12,27,7,33
15,27,5,38
13,25,7,33
12,27,6,33
15,30,6,36
14,27,4,38
16,29,4,37
15,29,4,34
18,28,5,33
10,28,4,34
12,29,5,37
16,25,4,35
16,25,7,33
10,31,6,36
14,30,6,32
12,27,4,37
16,30,6,33
13,32,7,35
15,26,7,32
11,27,4,36
13,30,7,35
9,29,6,34
11,26,6,34
10,27,7,35
15,27,4,38
11,27,5,35
17,28,6,37
17,28,7,35
10,27,5,34
17,34,7,32
15,29,6,31
11,28,3,35
14,23,5,35
13,25,6,33
11,26,7,36
11,27,5,32
14,26,5,34
16,26,5,35
14,28,6,33
14,29,7,31
13,26,5,34
15,32,4,34
14,24,5,37
11,26,4,34
14,30,7,36
13,30,5,35
11,29,7,37
16,26,5,32
12,26,4,32
11,27,7,34
11,26,5,33
14,26,4,38
12,25,4,33
16,29,4,37
15,29,6,32
13,24,7,36
11,29,7,35
13,27,6,37
15,28,3,35
14,26,7,31
15,30,7,33
14,31,6,33
10,28,4,35
15,28,3,34
14,30,4,36
16,29,3,36
16,29,4,37
10,27,4,34
13,29,3,35
14,24,4,37
12,29,7,34
9,28,5,33
16,27,5,32
15,25,6,36
13,27,3,35
16,27,6,33
15,25,6,32
14,32,7,33
12,25,4,33
20,30,7,36
15,29,7,32
16,25,6,39
13,26,4,36
11,26,5,36
9,29,7,32
15,31,5,33
13,28,6,34
13,30,4,34
12,26,5,34
10,27,5,35
14,32,4,34
16,31,5,33
15,26,7,31
12,26,5,35
14,26,7,33
14,27,4,37
13,27,6,34
15,29,4,35
13,27,4,33
11,28,6,37
16,31,6,32
12,25,4,33
12,26,7,37
11,28,5,35
13,25,7,35
13,30,4,33
12,25,6,33
13,26,7,35
14,26,6,32
14,28,4,37
13,26,4,34
16,26,5,31
12,28,4,37
13,25,7,34
13,27,4,32
13,29,5,36
13,26,4,36
13,29,5,32
11,28,5,31
13,27,5,36
16,25,5,35
11,26,3,34
14,28,6,32
11,27,4,35
14,28,7,33
16,29,4,36
15,29,6,30
13,26,6,35
10,27,5,36
12,27,4,37
12,28,7,30
13,27,5,34
13,26,5,34
12,27,4,32
9,28,6,34
13,26,4,33
11,26,5,32
16,26,5,34
12,25,5,33
15,28,5,37
17,25,5,33
13,26,7,37
15,25,3,33
14,30,4,35
14,28,7,36
15,29,7,32
14,28,5,37
14,27,6,35
14,26,4,32
13,28,5,34
18,27,6,33
13,28,5,36
13,30,6,35
14,29,3,33
13,25,6,36
12,28,6,32
15,31,3,35
11,28,6,36
15,29,7,35
17,26,4,37
13,28,4,36
14,27,6,34
14,26,6,31
16,27,6,33
11,26,7,34
18,27,3,36
12,25,6,33
14,29,5,36
11,26,5,33
13,28,4,34
12,28,6,34
14,29,4,37
13,27,6,38
15,26,4,34
13,27,5,33
12,29,4,37
13,28,4,32
19,27,7,35
13,29,6,30
14,30,5,33
13,26,5,38
10,28,5,36
13,27,6,36
12,30,5,32
14,27,7,34
14,28,7,34
13,28,7,37
17,28,7,34
12,28,5,34
16,26,7,33
14,28,5,37
11,30,4,30
13,29,6,31
