19,43,7,52
12,44,5,58
16,42,4,55
17,42,7,55
20,45,6,58
18,43,3,55
15,42,3,58
14,47,5,59
21,43,6,58
15,42,5,57
17,43,5,52
18,47,6,56
20,45,7,57
18,44,7,52
15,42,5,56
13,44,6,58
17,43,6,52
16,41,6,56
18,47,7,57
17,43,6,59
17,38,6,57
20,43,6,54
16,44,5,57
16,47,7,56
19,44,5,54
17,47,5,54
18,43,5,59
16,42,3,58
13,48,5,57
20,40,6,54
19,45,4,56
19,40,7,57
17,41,6,59
20,40,6,58
17,42,3,54
17,43,6,57
15,44,6,53
15,47,5,59
16,45,3,54
15,44,5,56
17,44,6,54
18,42,3,54
18,45,4,58
20,42,3,58
18,41,3,55
17,40,6,56
15,43,6,56
19,40,6,57
16,42,6,59
20,43,5,58
19,39,5,57
17,43,7,58
15,48,7,55
17,41,5,55
20,42,4,57
15,40,6,59
20,42,6,54
20,43,7,57
17,39,6,59
18,43,3,57
19,43,4,56
17,42,4,59
17,40,6,55
18,43,6,57
17,40,5,56
14,41,6,59
15,42,5,54
16,41,5,54
16,44,7,57
17,40,6,55
18,45,7,59
18,45,5,59
15,41,6,59
16,40,6,57
22,38,6,58
14,42,6,58
16,41,7,56
20,44,4,58
17,44,7,59
21,43,5,57
14,44,4,56
14,41,5,55
16,42,3,57
17,43,3,59
18,46,5,57
18,43,7,58
16,44,5,56
17,40,3,59
17,45,5,57
17,41,6,59
17,45,6,58
15,44,5,57
14,44,5,55
18,46,7,59
14,42,4,59
16,40,5,55
15,43,3,56
22,41,7,55
14,43,4,59
17,42,6,53
20,41,7,58
15,40,4,56
16,48,7,55
15,44,6,59
18,47,5,53
19,43,3,55
19,41,4,56
18,42,7,58
17,42,5,55
16,40,4,58
14,44,3,56
21,41,3,58
15,43,4,56
17,42,5,54
21,44,4,58
16,40,6,55
15,42,7,59
21,45,6,57
15,44,3,59
16,39,5,58
18,43,3,56
20,42,6,56
16,41,3,55
20,43,6,56
17,39,6,58
17,44,5,55
18,41,7,59
17,44,7,57
13,43,5,59
14,46,6,54
13,43,7,57
14,46,4,54
22,40,7,58
16,39,7,57
17,42,5,53
19,41,4,59
17,40,5,57
18,45,5,57
16,47,7,56
18,47,5,53
10,44,7,59
19,43,6,54
18,45,4,57
19,42,4,54
18,44,4,59
15,41,6,57
16,41,4,59
16,44,7,56
15,42,3,58
14,48,4,58
17,47,6,57
17,46,4,59
15,42,6,55
18,46,7,58
19,43,6,54
17,43,7,56
16,42,7,55
15,43,7,59
17,45,4,56
21,41,3,59
16,48,5,57
16,43,6,56
16,40,4,56
17,47,4,58
15,41,7,56
11,43,7,58
18,40,4,59
19,40,7,56
17,47,7,59
15,40,4,58
13,42,6,59
15,40,7,55
21,44,4,57
15,41,5,54
